name,free_bikes,empty_slots,city,country,position
LONGEFER / KRUGER,1,14,Lyon,France,14
AMPÈRE / BOURSE,10,16,Lyon,France,14
CONSERVATOIRE,9,10,Lyon,France,14
SUBSISTANCES,14,8,Lyon,France,14
LAFAYETTE / CORNEILLE,12,1,Lyon,France,14
PARC DE GERLAND,11,13,Lyon,France,14
PLACE AMPÈRE,0,10,Lyon,France,14
SAINTE-IRÉNÉE,1,19,Lyon,France,14
PERRACHE / CARNOT,14,4,Lyon,France,14
BELLECOUR / ST EXUPÉRY,31,9,Lyon,France,14
CHÂTEAU GAILLARD / FORT,16,0,Lyon,France,14
ZOLA / PASSAGE REY,18,1,Lyon,France,14
INSTITUT LUMIERE,4,14,Lyon,France,14
ST FONS - THEATRE,2,16,Lyon,France,14
PÊCHERIE,9,8,Lyon,France,14
SALA / RUE DU PLAT,5,9,Lyon,France,14
JACOBINS,23,3,Lyon,France,14
LUMIERE / TROUILHET,5,8,Lyon,France,14
SALENGRO / DESCARTES,11,3,Lyon,France,14
JEAN JAURÈS,14,2,Lyon,France,14
PLACE HENRI,10,3,Lyon,France,14
PLACE DE LA PAIX,7,10,Lyon,France,14
GRATTE-CIEL,16,0,Lyon,France,14
CHARCOT / RÉSIDENCE UNIVERSITAIRE,0,29,Lyon,France,14
MONTGOLFIER / CHATEAU GAILLARD,9,8,Lyon,France,14
BOURBONNAIS,7,4,Lyon,France,14
MAIRIE DU 7E,2,28,Lyon,France,14
VAULX - VILLAGE,15,5,Lyon,France,14
4 AOÛT 1789,12,3,Lyon,France,14
GREUZE,6,12,Lyon,France,14
MAIRIE DU 8E,9,12,Lyon,France,14
PLACE CRÉPU,19,1,Lyon,France,14
ST GERMAIN AU MONT D'OR,12,3,Lyon,France,14
TRARIEUX / LACASSAGNE,4,19,Lyon,France,14
BALDASSINI / GERLAND,13,7,Lyon,France,14
11 NOVEMBRE,3,31,Lyon,France,14
SAINT-JEAN,33,5,Lyon,France,14
CENTRE BERTHELOT,12,5,Lyon,France,14
FONTAINES S/S - QUAI SIMON,15,5,Lyon,France,14
COLLONGES - MEDIATHEQUE,9,6,Lyon,France,14
LYCÉE MARIE CURIE,4,9,Lyon,France,14
BARATIN,3,9,Lyon,France,14
PLACE ARISTIDE BRIAND,31,7,Lyon,France,14
MARIETTON OUEST,8,12,Lyon,France,14
BERTHELOT / ROUTE DE VIENNE,12,3,Lyon,France,14
JOFFRE / VAUBECOUR,18,1,Lyon,France,14
CÉLESTINS,11,10,Lyon,France,14
VENISSIEUX - FARGE / CLOCHETTES,7,5,Lyon,France,14
SAINT-CYR,18,12,Lyon,France,14
CONSERVATOIRE BIS,10,12,Lyon,France,14
GUILLOTIERE / NICOLAÏ,10,18,Lyon,France,14
CALUIRE - BRANLY / PASTEUR,10,5,Lyon,France,14
JAURES / BOLLIER,21,12,Lyon,France,14
PLACE AMBROISE COURTOIS,15,5,Lyon,France,14
MASSET / SAINT-PIERRE DE VAISE,12,2,Lyon,France,14
GARE DE VAISE,15,6,Lyon,France,14
BEAUVOIR / MAROT,18,2,Lyon,France,14
NEUVILLE - STADE,8,7,Lyon,France,14
PLACE PUVIS DE CHAVANNES,7,3,Lyon,France,14
PART-DIEU / VILLETTE,0,29,Lyon,France,14
PLACE DE LA CROIX-ROUSSE,3,17,Lyon,France,14
VILLETTE,0,36,Lyon,France,14
CALUIRE - SAINT-CLAIR,15,5,Lyon,France,14
LIBERTÉ / PART-DIEU,9,0,Lyon,France,14
PISCINE DE VAISE,13,4,Lyon,France,14
ST GENIS L. - MÉDIATHÈQUE,2,10,Lyon,France,14
VAISE DOCKS,7,11,Lyon,France,14
BEAUVISAGE / PRESSENSÉ,6,11,Lyon,France,14
MARTINIÈRE,11,0,Lyon,France,14
HÔPITAL SAINT-JEAN DE DIEU,6,14,Lyon,France,14
VOYANT / CHAMBFORT,20,2,Lyon,France,14
SAINT-FONS - PLACE DES CUBES,1,14,Lyon,France,14
DUMONT / JOUVET,7,10,Lyon,France,14
SAINT-JUST,5,12,Lyon,France,14
SAINT-PAUL,12,10,Lyon,France,14
CONDORCET,7,16,Lyon,France,14
CORNEILLE / SERVIENT,11,1,Lyon,France,14
PLACE DE LA PAIX,2,17,Lyon,France,14
MARSEILLE / UNIVERSITÉ,15,25,Lyon,France,14
RÉPUBLIQUE / PAUFIQUE,12,16,Lyon,France,14
GORGE DE LOUP,3,37,Lyon,France,14
PLACE SAINTE ANNE,13,5,Lyon,France,14
CROIX LUIZET,9,13,Lyon,France,14
BOUVIER,15,1,Lyon,France,14
TASSIN - TUILERIES,8,4,Lyon,France,14
VAULX - HÔTEL DE VILLE,3,26,Lyon,France,14
PLACE RHODIACETA,1,11,Lyon,France,14
MÉNIVAL / EISENHOWER,2,10,Lyon,France,14
JAURÈS / GERLAND,6,13,Lyon,France,14
VOILLOT / GARNIER,4,11,Lyon,France,14
BRON - CENTRE NAUTIQUE,6,7,Lyon,France,14
PHILIPPE DE LASSALLE,3,18,Lyon,France,14
SAXE / MONCEY,18,10,Lyon,France,14
AMBROISE PARÉ,9,14,Lyon,France,14
LES HALLES,4,14,Lyon,France,14
PLACE DE LA RECONNAISSANCE,27,4,Lyon,France,14
GRANDCLÉMENT,3,16,Lyon,France,14
MARTINIÈRE / MONPLAISIR,8,9,Lyon,France,14
ROUVILLE,9,7,Lyon,France,14
CONDORCET / GALLINE,14,1,Lyon,France,14
RUE DE LA BALEINE,11,3,Lyon,France,14
CRÉQUI / VOLTAIRE,13,16,Lyon,France,14
VILLETTE / SAINT-ANTOINE,0,23,Lyon,France,14
CITÉ INTERNATIONALE / RÉSIDENCE HÔTELIÈRE,1,26,Lyon,France,14
DECINES - CENTRE,6,14,Lyon,France,14
ROSSELINI / 11 NOVEMBRE,7,23,Lyon,France,14
CHASSIEU - GENAS / PROGRES,9,3,Lyon,France,14
TERREAUX / BEAUX ARTS,0,0,Lyon,France,14
GAMBETTA / JUSSERAND,3,10,Lyon,France,14
VERDUN / DESGRAND,14,4,Lyon,France,14
MONTEE DE L'OBSERVANCE,12,3,Lyon,France,14
ZOLA / FRANCE,15,1,Lyon,France,14
BOURSE DU TRAVAIL,17,7,Lyon,France,14
PLACE REGAUD,12,0,Lyon,France,14
BUYER / APOLLINAIRE,0,0,Lyon,France,14
HERRIOT / MAUPIN,12,12,Lyon,France,14
VIVIER MERLE / PAUL BERT OUEST,0,19,Lyon,France,14
BERTHELOT / VILLON,4,9,Lyon,France,14
PLACE DANTON,6,10,Lyon,France,14
TERREAUX / CHENAVARD,12,4,Lyon,France,14
PLACE ROUGET DE L'ISLE,14,2,Lyon,France,14
ALSACE ANATOLE FRANCE,13,6,Lyon,France,14
ANDREI SAKHAROV,8,3,Lyon,France,14
ANATOLE FRANCE / ZOLA,11,1,Lyon,France,14
DOCTEUR DAMIDOT,12,6,Lyon,France,14
HALLE TONY GARNIER,18,2,Lyon,France,14
CHAZETTE LASSAGNE,7,12,Lyon,France,14
PHILOMENE MAGNIN,0,0,Lyon,France,14
BOUSSANGES / AUSTERLITZ,11,6,Lyon,France,14
RÉPUBLIQUE,11,6,Lyon,France,14
CALUIRE - LA ROCHETTE,9,11,Lyon,France,14
DOMER / CHEVREUL,2,10,Lyon,France,14
SALENGRO / FEYSSINE,10,8,Lyon,France,14
OPÉRA,23,18,Lyon,France,14
SERVIENT / GARIBALDI,16,15,Lyon,France,14
BELLECOUR / RÉPUBLIQUE,5,13,Lyon,France,14
PIERRE DELORE,8,12,Lyon,France,14
RILLIEUX - LOUP PENDU,17,3,Lyon,France,14
ST PRIEST - CITE BERLIET,20,0,Lyon,France,14
CITÉ SCOLAIRE INTERNATIONALE,18,7,Lyon,France,14
COLLONGES - GARE,15,8,Lyon,France,14
NEUVILLE - QUAI PASTEUR,8,12,Lyon,France,14
VENISSIEUX - PLACE ROMAND,10,10,Lyon,France,14
JAURES SAINT EXUPERY,8,7,Lyon,France,14
MASARYK / SAINT-CYR,13,0,Lyon,France,14
SISLEY / DAUPHINE,16,1,Lyon,France,14
INSTITUT D'ART CONTEMPORAIN,24,1,Lyon,France,14
PLACE DE L'HIPPODROME,8,16,Lyon,France,14
SERGENT BERTHET / GORGE DE LOUP,9,6,Lyon,France,14
4 AOUT / RACINE,20,9,Lyon,France,14
