name,free_bikes,empty_slots,city,country,position
"300073 - Prince of Wales Drive, Battersea Park",10,11,London,United Kingdom,15
"003447 - Gloucester Road (North), Kensington",15,1,London,United Kingdom,15
"200213 - Durant Street, Bethnal Green",4,20,London,United Kingdom,15
"001229 - High Holborn , Covent Garden",17,1,London,United Kingdom,15
"003488 - Charles II Street, West End",23,0,London,United Kingdom,15
"001126 - North Audley Street, Mayfair",7,10,London,United Kingdom,15
"300004 - Harris Academy, Bermondsey",3,12,London,United Kingdom,15
"001209 - Empire Square, The Borough",30,14,London,United Kingdom,15
"001189 - Long Lane , Bermondsey",2,15,London,United Kingdom,15
"001068 - Norton Folgate, Liverpool Street",20,1,London,United Kingdom,15
"001057 - Hardwick Street, Clerkenwell",24,3,London,United Kingdom,15
"001204 - Queen's Gate (North), Kensington",38,0,London,United Kingdom,15
"200052 - Exhibition Road Museums 2, South Kensington",7,7,London,United Kingdom,15
"001158 - St. Martin's Street, West End",10,7,London,United Kingdom,15
"001143 - Kensington Church Street, Kensington",5,12,London,United Kingdom,15
"200072 - Houndsditch, Aldgate",9,12,London,United Kingdom,15
"002701 - Columbia Road, Shoreditch",12,7,London,United Kingdom,15
"001190 - Kennington Lane Rail Bridge, Vauxhall",2,27,London,United Kingdom,15
"200249 - Queen Mary's, Mile End",40,1,London,United Kingdom,15
"200050 - Naval Row, Blackwall",15,5,London,United Kingdom,15
"001152 - Marylebone Lane, Marylebone",10,11,London,United Kingdom,15
"300212 - Birkenhead Street, King's Cross",6,18,London,United Kingdom,15
"001174 - Alderney Street, Pimlico",0,8,London,United Kingdom,15
"001099 - Frampton Street, Paddington",9,23,London,United Kingdom,15
"200127 - East India DLR, Blackwall",27,23,London,United Kingdom,15
"200198 - Seymour Place, Marylebone",8,18,London,United Kingdom,15
"001231 - Queen's Gate, Kensington Gardens",17,0,London,United Kingdom,15
"200017 - Lancaster Gate , Bayswater",4,27,London,United Kingdom,15
"200118 - Albert Street, Camden Town",13,12,London,United Kingdom,15
"200091 - Wandsworth Town Station, Wandsworth",20,13,London,United Kingdom,15
"001191 - Barbican Centre, Barbican",16,3,London,United Kingdom,15
"010623 - Greycoat Street , Westminster",6,10,London,United Kingdom,15
"200149 - Watney Street, Shadwell",5,20,London,United Kingdom,15
"001019 - Ampton Street , Clerkenwell",4,14,London,United Kingdom,15
"300058 - The Vale, Chelsea",11,10,London,United Kingdom,15
"200073 - Cephas Street, Bethnal Green",18,6,London,United Kingdom,15
"200180 - South Park, Sands End",3,24,London,United Kingdom,15
"300081 - Haggerston Road, Haggerston",18,17,London,United Kingdom,15
"200189 - Phene Street, Chelsea",12,12,London,United Kingdom,15
"200209 - Shepherd's Bush Road North, Shepherd's Bush",6,26,London,United Kingdom,15
"200077 - Vicarage Crescent, Battersea",11,17,London,United Kingdom,15
"002587 - Wormwood Street, Liverpool Street",13,1,London,United Kingdom,15
"200190 - Queen's Circus, Battersea Park",23,3,London,United Kingdom,15
"200220 - Blythe Road West, Shepherd's Bush",3,18,London,United Kingdom,15
"001037 - Park Lane , Hyde Park",10,16,London,United Kingdom,15
"300208 - Lavington Street, Bankside",15,13,London,United Kingdom,15
"200168 - Southern Grove, Bow",6,9,London,United Kingdom,15
"002641 - New North Road 2, Hoxton",6,16,London,United Kingdom,15
"001155 - Regency Street, Westminster",0,22,London,United Kingdom,15
"200218 - Addison Road, Holland Park",15,9,London,United Kingdom,15
"300209 - Albert Square, Stockwell",5,25,London,United Kingdom,15
"003449 - Breams Buildings, Holborn",13,11,London,United Kingdom,15
"010629 - Rotherhithe Roundabout, Rotherhithe",0,15,London,United Kingdom,15
"200194 - Clarence Walk, Stockwell",14,13,London,United Kingdom,15
"001122 - Ashley Place, Victoria",7,18,London,United Kingdom,15
"001147 - Clifton Road, Maida Vale",1,20,London,United Kingdom,15
"001144 - Poured Lines, Bankside",5,25,London,United Kingdom,15
"200238 - Westferry DLR, Limehouse",7,30,London,United Kingdom,15
"200106 - Spanish Road, Clapham Junction",16,14,London,United Kingdom,15
"300024 - Dunston Road , Haggerston",2,39,London,United Kingdom,15
"001121 - Lexham Gardens, Kensington",3,14,London,United Kingdom,15
"001109 - Wellington Arch, Hyde Park",14,22,London,United Kingdom,15
"001192 - Embankment (Savoy), Strand",21,19,London,United Kingdom,15
"003450 - Great Titchfield Street, Fitzrovia",13,1,London,United Kingdom,15
"200153 - Blythe Road, Olympia",1,22,London,United Kingdom,15
"001038 - Harrington Square 1, Camden Town",15,9,London,United Kingdom,15
"022169 - Wren Street, Holborn",7,21,London,United Kingdom,15
"300205 - Cromer Street, Bloomsbury",25,0,London,United Kingdom,15
"022167 - Millharbour, Millwall",7,12,London,United Kingdom,15
"300065 - Clapham Common North Side, Clapham Common",18,17,London,United Kingdom,15
"200086 - Ilchester Gardens, Bayswater",4,10,London,United Kingdom,15
"300061 - Crimscott Street, Bermondsey",0,17,London,United Kingdom,15
"200162 - Watney Market, Stepney",21,30,London,United Kingdom,15
"001026 - Roscoe Street, St. Luke's",2,15,London,United Kingdom,15
"300008 - Normand Park, West Kensington",3,21,London,United Kingdom,15
"200116 - Vereker Road, West Kensington",0,32,London,United Kingdom,15
"200007 - Holden Street, Battersea",11,9,London,United Kingdom,15
"200063 - Mexfield Road, East Putney",5,11,London,United Kingdom,15
"200202 - Storey's Gate, Westminster",12,5,London,United Kingdom,15
"300245 - Clapham Road, Lingham Street, Stockwell",19,9,London,United Kingdom,15
"200204 - Northfields, Wandsworth",27,0,London,United Kingdom,15
"001211 - Bunhill Row, Moorgate",21,6,London,United Kingdom,15
"200028 - Elysium Place, Fulham",1,18,London,United Kingdom,15
"001065 - Aldersgate Street, Barbican",5,9,London,United Kingdom,15
"001043 - Museum of London, Barbican",31,20,London,United Kingdom,15
"003459 - Collingham Gardens, Earl's Court",3,8,London,United Kingdom,15
"001176 - Waterloo Road, South Bank",14,0,London,United Kingdom,15
"200188 - Neville Gill Close, Wandsworth",13,17,London,United Kingdom,15
"200203 - King Edward Street, St Pauls",19,0,London,United Kingdom,15
"300076 - Lots Road, West Chelsea",2,20,London,United Kingdom,15
"200057 - Belford House, Haggerston",1,38,London,United Kingdom,15
"001066 - Calshot Street , King's Cross",12,6,London,United Kingdom,15
"200251 - Bow Road Station, Bow",31,8,London,United Kingdom,15
"003458 - Waterloo Place, St. James's",20,0,London,United Kingdom,15
"022161 - Vincent Street, Pimlico",1,13,London,United Kingdom,15
"010627 - Grosvenor Square, Mayfair",6,7,London,United Kingdom,15
"001059 - Albert Embankment, Vauxhall",23,1,London,United Kingdom,15
"200143 - Lancaster Drive, Blackwall",7,20,London,United Kingdom,15
"003455 - Arundel Street, Temple",13,5,London,United Kingdom,15
"300207 - Gauden Road, Clapham",17,10,London,United Kingdom,15
"001022 - Brunswick Square, Bloomsbury",16,2,London,United Kingdom,15
"200230 - Maplin Street, Mile End",30,7,London,United Kingdom,15
"200171 - Peterborough Road, Sands End",1,19,London,United Kingdom,15
"002681 - Harriet Street, Knightsbridge",19,3,London,United Kingdom,15
"002589 - Pembridge Villas, Notting Hill",10,6,London,United Kingdom,15
"300084 - Sirdar Road, Avondale",9,9,London,United Kingdom,15
"200134 - Albany Street, The Regent's Park",23,3,London,United Kingdom,15
"001105 - LMU Commercial Road, Whitechapel",4,10,London,United Kingdom,15
"003427 - Fanshaw Street, Hoxton",2,31,London,United Kingdom,15
"200062 - William Morris Way, Sands End",6,19,London,United Kingdom,15
"200210 - Westbridge Road, Battersea",25,0,London,United Kingdom,15
"000997 - Worship Street, Shoreditch",36,12,London,United Kingdom,15
"001110 - Palace Gate, Kensington Gardens",7,5,London,United Kingdom,15
"200110 - Bishop's Bridge Road West, Bayswater",1,15,London,United Kingdom,15
"001194 - Westminster University, Marylebone",3,12,London,United Kingdom,15
