name,free_bikes,empty_slots,city,country,position
Summerhill Ave / Maclennan Ave,0,11,Toronto,Canada,9
Queen St E / Joseph Duggan Rd,16,3,Toronto,Canada,9
Victoria Park Ave / Danforth Ave,1,18,Toronto,Canada,9
Rochefort Dr / Don Mills Rd,1,10,Toronto,Canada,9
Navy Wharf Crt / Bremner Blvd,0,9,Toronto,Canada,9
420 Wellington St W,14,0,Toronto,Canada,9
Ross St / Cecil St - SMART,3,15,Toronto,Canada,9
York University Station (North),0,15,Toronto,Canada,9
Dundas St W / Yonge St,25,6,Toronto,Canada,9
Seaton St / Dundas St E - SMART,14,18,Toronto,Canada,9
Euclid Ave / Herrick St - SMART,0,16,Toronto,Canada,9
Wellesley St W / Queen's Park Cres,13,6,Toronto,Canada,9
Jane St / Sheppard Ave W,0,17,Toronto,Canada,9
Oriole Pkwy / Frobisher Ave,0,15,Toronto,Canada,9
144 Harrison St,35,8,Toronto,Canada,9
Wellington St W / Bay St,50,4,Toronto,Canada,9
Sunnyside Ave / The Queensway - SMART,18,1,Toronto,Canada,9
161 Bleecker St (South of Wellesley),1,22,Toronto,Canada,9
Lawrence Ave W / Renfield St,2,9,Toronto,Canada,9
Bay St / Scollard St,0,15,Toronto,Canada,9
Pape Ave / Gamble Ave,0,18,Toronto,Canada,9
Parkway Forest Dr / Forest Manor Rd (South),1,17,Toronto,Canada,9
Queen St E / Hammersmith Ave,11,0,Toronto,Canada,9
Scarborough Golf Club Rd / Lawrence Ave E ,0,11,Toronto,Canada,9
Walnut Ave / Queen St W,4,10,Toronto,Canada,9
Queen St E / Pape Ave - SMART,14,1,Toronto,Canada,9
Tecumseth St / Tecumseth Pl,0,11,Toronto,Canada,9
Davenport Rd / Lansdowne Ave,2,16,Toronto,Canada,9
Eastwood Rd / Coxwell Ave,13,4,Toronto,Canada,9
Fenwood Ht / Kingston Rd,13,2,Toronto,Canada,9
Rouge Hill GO Station,15,10,Toronto,Canada,9
Lundy Ave / Étienne Brûlé Park,13,2,Toronto,Canada,9
Bremner Blvd / Rees St,45,3,Toronto,Canada,9
Willowdale Ave / Bishop Ave ,0,19,Toronto,Canada,9
Plaxton Dr / St. Clair Ave E,0,15,Toronto,Canada,9
Front St W / University Ave (2),18,1,Toronto,Canada,9
Jarvis St / Richmond St E,7,9,Toronto,Canada,9
Dundas St E / River St,3,16,Toronto,Canada,9
St. Clair Ave W / Symes Rd,0,14,Toronto,Canada,9
Livonia Pl / Neilson Rd,2,9,Toronto,Canada,9
Davenport Rd / Dovercourt Rd,0,14,Toronto,Canada,9
Yarmouth Rd / Christie St,1,10,Toronto,Canada,9
Dufferin Gate - SMART,3,10,Toronto,Canada,9
Symington Ave / Davenport Rd,0,15,Toronto,Canada,9
Niagara St / King St W - SMART,1,23,Toronto,Canada,9
Madison Ave / Bloor St W,0,14,Toronto,Canada,9
Kingston Rd / Scarborough Golf Club Rd,2,11,Toronto,Canada,9
Harbord St / Grace St (Bickford Park),0,23,Toronto,Canada,9
Alvin Ave / St. Clair Ave E,7,12,Toronto,Canada,9
385 Pacific Ave,11,20,Toronto,Canada,9
Chorley Park - SMART,0,20,Toronto,Canada,9
