name,free_bikes,empty_slots,city,country,position
SAINT-JOB / SINT-JOB,5,19,Bruxelles,Belgium,12
ROGIER,28,8,Bruxelles,Belgium,12
HOTEL DES MONNAIES / MUNTHOTEL,10,14,Bruxelles,Belgium,12
SAINTE-ANNE / SINT-ANNA,10,10,Bruxelles,Belgium,12
MARIE-JOSE,1,21,Bruxelles,Belgium,12
PARC / PARK,9,15,Bruxelles,Belgium,12
SQUARE GEORGES MARLOW / GEORGES MARLOWSQUARE,9,16,Bruxelles,Belgium,12
KARREVELD,7,14,Bruxelles,Belgium,12
VAN LINT,9,11,Bruxelles,Belgium,12
ULB SOLBOSCH / VUB  SOLBOSCH,8,16,Bruxelles,Belgium,12
BASTOGNE / BASTENAKEN,7,17,Bruxelles,Belgium,12
LES QUAIS / KAAIEN,16,2,Bruxelles,Belgium,12
BERKENDAEL / BERKENDAAL,3,21,Bruxelles,Belgium,12
BORNE ATELIER MECANOS SPL,0,2,Bruxelles,Belgium,12
SACRE-COEUR AUDERGHEM / HEILIG HART OUDERGEM,0,16,Bruxelles,Belgium,12
PLACE MORICHAR / MORICHARPLEIN,5,15,Bruxelles,Belgium,12
AGORA,12,7,Bruxelles,Belgium,12
VANDERVELDE,7,15,Bruxelles,Belgium,12
CAMPUS CERIA / CAMPUS COOVI,18,12,Bruxelles,Belgium,12
STUYVENBERG,21,4,Bruxelles,Belgium,12
UNION SAINT-GILLOISE / UNION SINT-GILLIS,6,13,Bruxelles,Belgium,12
ZELLIK,6,19,Bruxelles,Belgium,12
GRAY,15,1,Bruxelles,Belgium,12
DANSAERT,19,14,Bruxelles,Belgium,12
SACRE-COEUR DE GANSHOREN,13,12,Bruxelles,Belgium,12
MAISON COMMUNALE FOREST / GEMEENTEHUIS VORST,7,12,Bruxelles,Belgium,12
COTEAUX / WIJNHEUVELEN,9,14,Bruxelles,Belgium,12
GARE DU NORD / NOORDSTATION,27,10,Bruxelles,Belgium,12
LEGRAND,5,17,Bruxelles,Belgium,12
METRO CERIA / METRO COOVI,9,12,Bruxelles,Belgium,12
PARC ROI BAUDOUIN / KONING BOUDEWIJNPARK,11,9,Bruxelles,Belgium,12
JULES LEBRUN,11,14,Bruxelles,Belgium,12
CHARLES GRAUX,6,18,Bruxelles,Belgium,12
ROUGE-CLOÎTRE / ROODKLOOSTER,3,18,Bruxelles,Belgium,12
SACRE-CŒUR DE JETTE / HEILIG HART VAN JETTE,19,0,Bruxelles,Belgium,12
GENOT,5,12,Bruxelles,Belgium,12
BELGICA,13,11,Bruxelles,Belgium,12
MAISON COMMUNALE JETTE / GEMEENTEHUIS JETTE,11,11,Bruxelles,Belgium,12
RTL,11,14,Bruxelles,Belgium,12
AEROPOLIS,10,15,Bruxelles,Belgium,12
CROIX DE GUERRE / OORLOGSKRUISEN,12,8,Bruxelles,Belgium,12
PARVIS ST-ANTOINE / ST-ANTONIUSVOORPLEIN,13,11,Bruxelles,Belgium,12
PLACE BOCKSTAEL / BOCKSTAELPLAATS,0,0,Bruxelles,Belgium,12
CLEMENCEAU,11,15,Bruxelles,Belgium,12
DE LINDE,4,15,Bruxelles,Belgium,12
SAINT-ADRIEN / SINT-ADRIANUS,3,16,Bruxelles,Belgium,12
ERNEST SOLVAY,3,17,Bruxelles,Belgium,12
GARE DE BERCHEM / BERCHEM STATION,8,10,Bruxelles,Belgium,12
PETERBOS,4,20,Bruxelles,Belgium,12
ARTS-LOI / KUNST-WET,0,39,Bruxelles,Belgium,12
GEYSKENS,4,14,Bruxelles,Belgium,12
PLACE SAINT-JEAN / SINT-JANSPLEIN,8,27,Bruxelles,Belgium,12
REINE FABIOLA / KONINGIN FABIOLA,19,4,Bruxelles,Belgium,12
PETER BENOIT,15,9,Bruxelles,Belgium,12
TOUR ET TAXIS / THURN & TAXIS,26,13,Bruxelles,Belgium,12
MAISON COMMUNALE UCCLE / GEMEENTEHUIS UKKEL,5,20,Bruxelles,Belgium,12
JAMBLINNE DE MEUX,4,20,Bruxelles,Belgium,12
SAINTE-MARIE / SINTE-MARIA,6,18,Bruxelles,Belgium,12
UNION / UNIE,10,14,Bruxelles,Belgium,12
PAOLA,3,16,Bruxelles,Belgium,12
MIDI FONSNY / ZUID FONSNY,21,1,Bruxelles,Belgium,12
GEORGES HENRI,4,16,Bruxelles,Belgium,12
HALL DES SPORTS / SPORTHAL,10,11,Bruxelles,Belgium,12
KRAAINEM,9,6,Bruxelles,Belgium,12
BIENFAITEURS / WELDOENERS,12,11,Bruxelles,Belgium,12
VANDERKINDERE,9,13,Bruxelles,Belgium,12
HANSEN-SOULIE,10,13,Bruxelles,Belgium,12
ALTITUDE CENT / HOOGTE HONDERD,5,19,Bruxelles,Belgium,12
FONTAINAS,0,0,Bruxelles,Belgium,12
TIVOLI,12,7,Bruxelles,Belgium,12
GARE DE L'OUEST / WESTSTATION,14,13,Bruxelles,Belgium,12
PETITE SUISSE / KLEIN-ZWITSERLAND,1,23,Bruxelles,Belgium,12
HEYDENBERG,10,9,Bruxelles,Belgium,12
BETHLEEM / BETHLEHEM,13,6,Bruxelles,Belgium,12
AVIATION / LUCHTVAART,8,12,Bruxelles,Belgium,12
CICERON / CICERO,14,9,Bruxelles,Belgium,12
DELTA,1,20,Bruxelles,Belgium,12
JARDIN AUX FLEURS / BLOEMENHOF,11,9,Bruxelles,Belgium,12
UZ BRUSSEL,9,10,Bruxelles,Belgium,12
KEYM,14,5,Bruxelles,Belgium,12
SAINT-ROCH / SINT-ROCHUS,12,10,Bruxelles,Belgium,12
BOIS DE LA CAMBRE / TERKAMERENBOS,3,16,Bruxelles,Belgium,12
MUSEE DU TRAM / TRAMMUSEUM,12,12,Bruxelles,Belgium,12
MEUDON,15,4,Bruxelles,Belgium,12
ROCHEFORT,8,16,Bruxelles,Belgium,12
DE PADUWA,7,18,Bruxelles,Belgium,12
DUCPETIAUX,1,23,Bruxelles,Belgium,12
PISCINE / ZWEMBAD,7,7,Bruxelles,Belgium,12
EVERE SHOPPING,11,13,Bruxelles,Belgium,12
OSSEGHEM,18,6,Bruxelles,Belgium,12
CENTRE CULTUREL / CULTUREEL CENTRUM,16,9,Bruxelles,Belgium,12
PORTE DE HAL / HALLEPOORT,21,2,Bruxelles,Belgium,12
JCDECAUX,12,6,Bruxelles,Belgium,12
GENEVE,16,8,Bruxelles,Belgium,12
LAEKEN / LAKEN,16,9,Bruxelles,Belgium,12
PATINAGE / SCHAATSEN,14,5,Bruxelles,Belgium,12
MUSEE DE LA BD / STRIPMUSEUM,17,8,Bruxelles,Belgium,12
SIMONIS,5,20,Bruxelles,Belgium,12
DECROLY,2,17,Bruxelles,Belgium,12
LIBERTE / VRIJHEID,10,8,Bruxelles,Belgium,12
JOURDAN,11,14,Bruxelles,Belgium,12
LEOPOLD III,6,16,Bruxelles,Belgium,12
JARDIN MASSART / MASSARTTUIN,15,9,Bruxelles,Belgium,12
BOTANIQUE / KRUIDTUIN,5,19,Bruxelles,Belgium,12
PERE DE DEKEN / PATER DE DEKEN,8,16,Bruxelles,Belgium,12
CENTENAIRE / EEUWFEEST,21,3,Bruxelles,Belgium,12
GUTENBERG,14,11,Bruxelles,Belgium,12
ATOMIUM,9,15,Bruxelles,Belgium,12
GERMOIR / MOUTERIJ,13,10,Bruxelles,Belgium,12
NOTRE-DAME / ONZE-LIEVE-VROUW,8,12,Bruxelles,Belgium,12
AUBERGE DE JEUNESSE / JEUGDHERBERG,15,7,Bruxelles,Belgium,12
LYCEE EMILE MAX / EMILE MAX LYCEUM,9,16,Bruxelles,Belgium,12
PARNASSE / PARNASSUS,7,13,Bruxelles,Belgium,12
HELIOTROPES / HELIOTROPEN,8,16,Bruxelles,Belgium,12
LOUVAIN 494 / LEUVEN 494,10,13,Bruxelles,Belgium,12
SAINT-VINCENT / SINT-VINCENTIUS,11,8,Bruxelles,Belgium,12
PAUL JANSON,15,10,Bruxelles,Belgium,12
MARGUERITE D'AUTR. / MARGARETHA VAN OOSTENR.,18,7,Bruxelles,Belgium,12
PARC LACROIX / LACROIX PARK,11,12,Bruxelles,Belgium,12
ELISA,12,9,Bruxelles,Belgium,12
LENOIR,9,14,Bruxelles,Belgium,12
TRACTEBEL,15,10,Bruxelles,Belgium,12
ROND-POINT CHURCHILL / CHURCHILLPLEIN,9,14,Bruxelles,Belgium,12
MEISER,10,15,Bruxelles,Belgium,12
COMTE DE FLANDRE / GRAAF VAN VLAANDEREN,11,7,Bruxelles,Belgium,12
PAGE / EDELKNAAP,4,14,Bruxelles,Belgium,12
CIMETIERE DE JETTE / KERKHOF VAN JETTE,3,14,Bruxelles,Belgium,12
VAN OVERBEKE,9,13,Bruxelles,Belgium,12
LUXEMBOURG / LUXEMBURG,6,36,Bruxelles,Belgium,12
CARENE / CARINA,13,5,Bruxelles,Belgium,12
MORT SUBITE,9,15,Bruxelles,Belgium,12
JACQMAIN,19,3,Bruxelles,Belgium,12
VIEUX TILLEUL / OUDE LINDE,16,7,Bruxelles,Belgium,12
MUSEUM,8,17,Bruxelles,Belgium,12
THIRY,11,9,Bruxelles,Belgium,12
TRIOMPHE / TRIOMF,3,17,Bruxelles,Belgium,12
GARE DU NORD / NOORDSTATION,0,0,Bruxelles,Belgium,12
KAREL BOGAERD,19,1,Bruxelles,Belgium,12
ETANGS NOIRS / ZWARTE VIJVERS,13,7,Bruxelles,Belgium,12
FLOREAL,2,21,Bruxelles,Belgium,12
GENERAL BARON / GENERAAL BARON,14,10,Bruxelles,Belgium,12
BOITSFORT GARE / BOSVOORDE STATION,7,18,Bruxelles,Belgium,12
DE SMET,11,14,Bruxelles,Belgium,12
GARE DE MEISER / MEISER STATION,14,7,Bruxelles,Belgium,12
SAINT-GUIDON / SINT-GUIDO,0,24,Bruxelles,Belgium,12
RIGA,14,6,Bruxelles,Belgium,12
COIN DU BALAI / BEZEMHOEK,7,16,Bruxelles,Belgium,12
TROIS TILLEULS / DRIE LINDEN,5,13,Bruxelles,Belgium,12
THOMAS BALIS,0,22,Bruxelles,Belgium,12
BIESTEBROECK / BIESTEBROEK,16,9,Bruxelles,Belgium,12
DUCHESSE DE BRABANT / HERTOGIN VAN BRABANT,10,8,Bruxelles,Belgium,12
TRONE / TROON,1,28,Bruxelles,Belgium,12
VERHEYLEWEGHEN,14,6,Bruxelles,Belgium,12
NOVILLE,8,12,Bruxelles,Belgium,12
TRITON,9,15,Bruxelles,Belgium,12
LEMONNIER,6,19,Bruxelles,Belgium,12
MADOU,2,21,Bruxelles,Belgium,12
CORTENBERGH / KORTENBERG,11,23,Bruxelles,Belgium,12
MAISON COMMUNALE EVERE / GEMEENTEHUIS EVERE,9,9,Bruxelles,Belgium,12
PONT BOCKSTAEL / BRUG BOCKSTAEL,7,15,Bruxelles,Belgium,12
RITTWEGER,7,13,Bruxelles,Belgium,12
WILLEBROECK / WILLEBROEK,16,9,Bruxelles,Belgium,12
AUMALE,9,12,Bruxelles,Belgium,12
ARCHIMEDE / ARCHIMEDES,7,17,Bruxelles,Belgium,12
DELACROIX,9,13,Bruxelles,Belgium,12
DIAMANT,4,18,Bruxelles,Belgium,12
CLAESSENS,14,9,Bruxelles,Belgium,12
SAISONS / JAARGETIJDEN,3,22,Bruxelles,Belgium,12
CERES,4,15,Bruxelles,Belgium,12
DEUX CHAUSSEES / TWEESTEENWEGEN,12,6,Bruxelles,Belgium,12
POELAERT,7,17,Bruxelles,Belgium,12
WESTLAND SHOPPING,10,14,Bruxelles,Belgium,12
PORTE DE NAMUR / NAAMSEPOORT,0,42,Bruxelles,Belgium,12
MERCKX,13,12,Bruxelles,Belgium,12
CIMETIERE D'IXELLES/BEGRAAFPLAATS VAN ELSENE,20,12,Bruxelles,Belgium,12
CHARLES V / KAREL V,9,13,Bruxelles,Belgium,12
PARC DUDEN / DUDENPARK,7,13,Bruxelles,Belgium,12
GARE DE CALEVOET / KALEVOET STATION,14,10,Bruxelles,Belgium,12
LA ROUE / HET RAD,6,8,Bruxelles,Belgium,12
HOUBA-BRUGMANN,16,5,Bruxelles,Belgium,12
CONGRES,0,0,Bruxelles,Belgium,12
PLACE DAILLY / DAILLYPLEIN,4,20,Bruxelles,Belgium,12
SCHUMAN,36,0,Bruxelles,Belgium,12
VETERINAIRES / VEEARTSEN,12,13,Bruxelles,Belgium,12
RODIN,0,22,Bruxelles,Belgium,12
CURIE,12,12,Bruxelles,Belgium,12
DUBOIS,13,10,Bruxelles,Belgium,12
MASUI,18,6,Bruxelles,Belgium,12
LIEDTS,15,7,Bruxelles,Belgium,12
FLAGEY,23,5,Bruxelles,Belgium,12
RECHERCHE / RESEARCH,9,8,Bruxelles,Belgium,12
DE HENNIN,4,14,Bruxelles,Belgium,12
JEAN REY,15,18,Bruxelles,Belgium,12
TAMARIS / TAMARISKEN,12,12,Bruxelles,Belgium,12
MIROIR / SPIEGEL,18,7,Bruxelles,Belgium,12
DEMOSTHENE,9,5,Bruxelles,Belgium,12
HANKAR,1,22,Bruxelles,Belgium,12
BASILIQUE / BASILIEK,12,9,Bruxelles,Belgium,12
MAELBEEK / MAALBEEK,13,22,Bruxelles,Belgium,12
PLACE DE LA PAIX / VREDEPLEIN,0,0,Bruxelles,Belgium,12
SIBELGA,11,8,Bruxelles,Belgium,12
PARVIS DE ST-GILLES / ST-GILLISVOORPLEIN,19,2,Bruxelles,Belgium,12
PISCINE LOUIS NAMECHE/ZWEMBAD LOUIS NAMECHE,8,17,Bruxelles,Belgium,12
ROODEBEEK,15,7,Bruxelles,Belgium,12
CHATELAIN / KASTELEIN,2,13,Bruxelles,Belgium,12
COLONEL BOURG / KOLONEL BOURG,9,16,Bruxelles,Belgium,12
DEMEY,12,12,Bruxelles,Belgium,12
WOESTE,14,10,Bruxelles,Belgium,12
UCL,9,14,Bruxelles,Belgium,12
DARWIN,11,13,Bruxelles,Belgium,12
PORTE DE NINOVE / NINOOFSEPOORT,15,4,Bruxelles,Belgium,12
MONTGOMERY,10,15,Bruxelles,Belgium,12
MELBA,17,8,Bruxelles,Belgium,12
VERSAILLES,4,15,Bruxelles,Belgium,12
