name,free_bikes,empty_slots,city,country,position
Argenson - Château,7,17,Paris,France,3
Saint Lambert - Blomet,6,20,Paris,France,3
Saint-Maur - République,8,28,Paris,France,3
Mairie de Rosny-sous-Bois,5,23,Paris,France,3
Mouton Duvernet - Général Leclerc,1,27,Paris,France,3
Pernety - Raymond Losserand,1,31,Paris,France,3
Champs de Manoeuvre - Cartoucherie,23,8,Paris,France,3
Belleville - Télégraphe,2,38,Paris,France,3
Abbeville - Faubourg Poissonnière,3,10,Paris,France,3
Porte de Pantin.,8,24,Paris,France,3
Passy - Place du Costa Rica,5,27,Paris,France,3
Miromesnil - La Boétie,34,0,Paris,France,3
Place Etienne Pernet,22,20,Paris,France,3
Bons Raisins - Voltaire,13,11,Paris,France,3
Saint-Augustin,17,26,Paris,France,3
Lecourbe - Jean Maridor,5,14,Paris,France,3
Colonel Monteil - Brune,1,18,Paris,France,3
République - Auguste Perret,7,23,Paris,France,3
Marcel Pourtout - Édouard Manet ,4,20,Paris,France,3
Port Royal - Hôpital Cochin,9,12,Paris,France,3
Adolphe Pinard - Victor Hugo,1,49,Paris,France,3
Claude Decaen - Cannebière,1,26,Paris,France,3
Pierre et Marie Curie - Maurice Thorez,0,25,Paris,France,3
Mornay - Sully,3,12,Paris,France,3
Suzanne Masson,8,28,Paris,France,3
Legendre - Clichy,3,36,Paris,France,3
Place Charles de Gaulle,7,17,Paris,France,3
Roquette - Auguste Laurent,7,9,Paris,France,3
Bridaine - Lamandé,3,26,Paris,France,3
Ney - Porte de Montmartre,3,19,Paris,France,3
Place du Canada,54,3,Paris,France,3
Francoeur - Marcadet,1,18,Paris,France,3
Georges V - François 1er,21,1,Paris,France,3
Gare de Pont-Cardinet,3,31,Paris,France,3
Square Pierre Lazareff,11,3,Paris,France,3
Marceau - Chaillot,15,5,Paris,France,3
Vaugirard - Monsieur le Prince,25,1,Paris,France,3
Edouard Vaillant - Galliéni,2,46,Paris,France,3
Gare Rosny-Bois-Perrier,6,29,Paris,France,3
Condorcet - Turgot,3,17,Paris,France,3
Cordelières - Arago,12,34,Paris,France,3
Le Brix et Mesmin - Jourdan,1,19,Paris,France,3
Mairie du 2ème,19,8,Paris,France,3
